1;"Evian Water";"water";"Spring Water";"Water";"Water";3.5;"Water.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
2;"All Water";"water";"Spring Water";"Water";"Water";3.5;"Water2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
3;"Glacial Water";"water";"Spring Water";"Water";"Water";3.5;"Water3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
4;"Filtered Water";"water";"Spring Water";"Water";"Water";3.5;"Water4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
5;"ORW Water";"water";"Spring Water";"Water";"Water";3.5;"Water5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
6;"Wawa Water";"water";"Spring Water";"Water";"Water";3.5;"Water6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
7;"On Water";"Water";"Spring Water";"Water";"Water";3.5;"Water7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
8;"In Water";"water";"Spring Water";"Water";"Water";3.5;"Water8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
9;"The Water";"water";"Spring Water";"Water";"Water";3.5;"Water9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
1;"Red Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
2;"Blue Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
3;"Black Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
4;"Camo Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
5;"Yellow Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
6;"Green Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
7;"Pink Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
8;"Purple Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
9;"Brown Scrubs";"scrubs";"Medical Scrubs Uniform";"scrubs";"scrubs";26.0;"scrubs9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
1;"Hot Dogs";"food";"Food";"Food";"Food";4.9;"food1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
2;"Chips";"food";"Food";"Food";"Food";4.9;"food2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
3;"Green Beans";"food";"Food";"Food";"Food";4.9;"food3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
4;"Beef Jerky";"food";"Food";"Food";"Food";4.9;"food4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
5;"Corn";"Food";"food";"Food";"Food";4.9;"food5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
6;"Carrots";"food";"Food";"Food";"Food";4.9;"food6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
7;"Spam";"food";"Food";"Food";"Food";4.9;"food7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
8;"Cereal";"food";"Food";"Food";"Food";4.9;"food8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
9;"Bread";"food";"Food";"Food";"Food";4.9;"food9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
1;"Sheet Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
2;"Toilet Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
3;"Tissue Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
4;"Paper Plates";"paper";"Paper Product";"Paper";"Paper";16.0;"paper4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
5;"Drawing Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
6;"Paper Planes";"paper";"Paper Product";"Paper";"Paper";16.0;"paper6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
7;"Paper Taper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
8;"LinedPaper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
9;"Printing Paper";"paper";"Paper Product";"Paper";"Paper";16.0;"paper9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
1;"IBM Laptop";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";399.5;"infrastructure1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
2;"HP Laptop";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";399.5;"infrastructure2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
3;"External Hard Drive";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";399.5;"infrastructure3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
4;"Monitor";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";39.5;"infrastructure4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
5;"Keyboard";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";39.5;"infrastructure5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
6;"Mouse";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";39.5;"infrastructure6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
7;"HDMI Cord";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";9.5;"infrastructure7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
8;"CD-ROM";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";99.5;"infrastructure8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
9;"Desktop";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";399.5;"infrastructure9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
